ano,links,paragrafos_resgatados
2001,"https://cultura.estadao.com.br/noticias/musica,lanny-gordin-retorna-a-cena-com-show-em-sp,20011129p6576","['Coqueluche entre os tropicalistas, o guitarrista Lanny Gordin apresenta-se hoje às 19 horas no Museu de Arte Moderna de São Paulo. O show integra seu cuidadoso processo de retorno à cena musical, depois de uma crise aguda de esquizofrenia e um longo período de ostracismo, que começou na segunda metade dos anos 70.Ao afastar-se do circuito musical, Gordin era incensado por gente como Caetano Veloso, Gilberto Gil, Gal Costa, Jards Macalé, Rogério Duprat, Mutantes, Rita Lee e outros medalhões da MPB, com quem dividiu palcos e estúdios. Desde meados da década de 90, Gordin tem ensaiado sua volta com participações ocasionais em discos de outros artistas, entre eles Chico César e o próprio Jards Macalé. Já tem previsto a gravação de um álbum solo.Sua apresentação, gratuita, faz parte a programação do evento multidisciplinar Aeroporto MAM, que também traz hoje o quarteto funk Um dos Quatro, além de projeção de vídeos e exposição fotográfica.Aeroporto MAM - Restaurante do Museu de Arte Moderna, Parque do Ibirapuera, portão 3. ÀS 19 horas.']"
2001,"https://cultura.estadao.com.br/noticias/geral,obra-de-hilda-hilst-sera-relancada,20011019p4499","['Seu olhar acaricia os visitantes sempre recebidos por um sorriso largo. E, se os movimentos já não são tão ágeis, a escritora Hilda Hilst, aos 71 anos, ainda apresenta aqueles traços que, na juventude, a apontavam como uma mulher com a beleza de Ingrid Bergman acrescida da sensualidade de Rita Hayworth, como carinhosamente a descrevia o amigo Massao Ohno.E o brilho do sorriso de Hilda vai alcançar terras mais distantes a partir do mês que vem, quando a Editora Globo iniciar o projeto de relançamento de toda sua obra - são 31 títulos, entre prosa e poesia, que vão se acomodar em 18 volumes sempre lançados aos pares. Como ainda pertencem a outra editora as peças de teatro serão incorporadas ao acervo da Globo à medida que forem vencidos os contratos de cessão de direitos.""É uma notícia que alegra, mas também me intriga: será que é verdade?"", questiona, desconfiada, a escritora, tantas vezes distanciada do público pela incompreensão dos homens. ""Eu me sinto uma tábua etrusca"", queixou-se, certa vez, em uma entrevista, referindo-se ao silêncio que rondava sua obra. Apesar de uma vasta produção, admirada pelos pares e aclamada no exterior, onde recebeu diversas traduções, Hilda Hilst cristalizou em torno de si a auréola de mito. ""Só espero que não mudem de idéia.""A editora, porém, tranqüiliza: a reedição começa com os livros A Obscena Senhora D. (prosa) e Júbilo, Memória, Noviciado da Paixão (poesia). ""Meu critério foi o de ordenar separadamente a obra em prosa e em poesia, destacando inicialmente aqueles livros que sintetizassem todos os elementos que caracterizam sua obra"", comenta Alcir Pécora, professor de Teoria Literária na Unicamp e responsável pela organização dos títulos de Hilda. ""Assim, A Obscena apresenta elementos poéticos, dramatúrgicos e até da obra pornográfica, enquanto Júbilo é o primeiro livro de poesia que ela escreve depois de já ter pleno domínio da prosa.""Obra reunida - Pécora vai escrever também a introdução que acompanha cada livro. Com exceção de dezembro e janeiro, eles serão lançados dois a cada mês, em projeto que se prolonga até novembro de 2002. Após a publicação de todos os títulos em separado, serão lançadas as Obras Completas, incluindo um estudo analítico dos livros. ""Seus escritos figuram entre o que de melhor se produziu na literatura brasileira de todos os tempos"", comenta Pécora, que releu toda a obra da escritora para preparar a seleção. O trabalho permitiu que descobrisse detalhes preciosos, como as diferentes influências que marcaram a criação de cada obra. ""Assim, em Cartas de um Sedutor, por exemplo, é possível perceber a forte impressão provocada pela leitura de Diário de um Sedutor, de Kierkegaard.""Hilda acompanha extasiada o planejamento, mas não consegue abafar sua desconfiança. Afinal, desde 1966, quando, fascinada pelas palavras de Nikos Kazantzakis em Carta a El Greco, ela decidiu isolar-se na Casa do Sol, um sítio próximo a Campinas, seu sofrimento por ser ouvida por tão poucos parecia eterno. Lá, criou uma poesia poderosa, obscura e luminosa, e transformou-o em um lugar onde refletiu sobre a natureza do mundo e do homem, seus desejos e solidão, seus pensamentos sobre a morte, a vida, a loucura, o amor. Mas, não fosse o esforço de alguns amigos, como o editor Massao Ohno, talvez pouco seria publicado.""Nunca entendi o motivo da minha obra não ter alcançado o grande público"", comenta a escritora que, mesmo não recebendo a devida ressônancia, inspirava-se na própria solidão para escrever versos como ""Sou eu esta mulher que anda comigo/ e renova a minha fala e ao meu ouvido/ Se não fala de amor, logo se cala?"". A paixão pela palavra é uma herança querida e doída. ""Meu pai foi a razão de eu ter me tornado escritora"", revela, enquanto admira uma foto de Apolônio de Almeida Prado Hilst, ele também um poeta e que sofria de esquizofrenia, o que a atormentou durante muitos anos.As fotos, aliás, se acomodam pelas paredes da sala e de seu escritório, na Casa do Sol. Lá estão imagens de sua juventude, quando estudou na Faculdade de Direito do Largo São Francisco e já era uma das mulheres mais bonitas de sua geração, despertando paixões em homens diversos, como Vinicius de Moraes e o ator americano Dean Martin. Estão também fotos de amigos queridos, como Lygia Fagundes Telles.Mais que a vida mundana, porém, interessava-lhe verdadeiramente a escrita. Hilda tornou-se uma escritora que jamais deixou de pensar nos porquês da vida e da morte. Mesmo fiel à sua religiosidade (""Traço nessa lousa/ O que em mim se faz/ E não repousa:/ Uma idéia de Deus.""), anunciou um ""adeus à literatura séria"" e, em 1990, iniciou uma trilogia erótica (O Caderno Rosa de Lori Lamby, Contos Grotescos/Textos d´Escárnio e Cartas de um Sedutor), com que buscava chamar atenção para sua obra. ""Ela foi injustamente apontada como pornográfica"", comenta Pécora. ""Na verdade, trata-se de uma forma intelectualizada de abordar assuntos injuriosos.""']"
2001,"https://cultura.estadao.com.br/noticias/geral,obra-de-hilda-hilst-sera-relancada,20011019p3793","['Seu olhar acaricia os visitantes sempre recebidos por um sorriso largo. E, se os movimentos já não são tão ágeis, a escritora Hilda Hilst, aos 71 anos, ainda apresenta aqueles traços que, na juventude, a apontavam como uma mulher com a beleza de Ingrid Bergman acrescida da sensualidade de Rita Hayworth, como carinhosamente a descrevia o amigo Massao Ohno.E o brilho do sorriso de Hilda vai alcançar terras mais distantes a partir do mês que vem, quando a Editora Globo iniciar o projeto de relançamento de toda sua obra - são 31 títulos, entre prosa e poesia, que vão se acomodar em 18 volumes sempre lançados aos pares. Como ainda pertencem a outra editora as peças de teatro serão incorporadas ao acervo da Globo à medida que forem vencidos os contratos de cessão de direitos.""É uma notícia que alegra, mas também me intriga: será que é verdade?"", questiona, desconfiada, a escritora, tantas vezes distanciada do público pela incompreensão dos homens. ""Eu me sinto uma tábua etrusca"", queixou-se, certa vez, em uma entrevista, referindo-se ao silêncio que rondava sua obra. Apesar de uma vasta produção, admirada pelos pares e aclamada no exterior, onde recebeu diversas traduções, Hilda Hilst cristalizou em torno de si a auréola de mito. ""Só espero que não mudem de idéia.""A editora, porém, tranqüiliza: a reedição começa com os livros A Obscena Senhora D. (prosa) e Júbilo, Memória, Noviciado da Paixão (poesia). ""Meu critério foi o de ordenar separadamente a obra em prosa e em poesia, destacando inicialmente aqueles livros que sintetizassem todos os elementos que caracterizam sua obra"", comenta Alcir Pécora, professor de Teoria Literária na Unicamp e responsável pela organização dos títulos de Hilda. ""Assim, A Obscena apresenta elementos poéticos, dramatúrgicos e até da obra pornográfica, enquanto Júbilo é o primeiro livro de poesia que ela escreve depois de já ter pleno domínio da prosa.""Obra reunida - Pécora vai escrever também a introdução que acompanha cada livro. Com exceção de dezembro e janeiro, eles serão lançados dois a cada mês, em projeto que se prolonga até novembro de 2002. Após a publicação de todos os títulos em separado, serão lançadas as Obras Completas, incluindo um estudo analítico dos livros. ""Seus escritos figuram entre o que de melhor se produziu na literatura brasileira de todos os tempos"", comenta Pécora, que releu toda a obra da escritora para preparar a seleção. O trabalho permitiu que descobrisse detalhes preciosos, como as diferentes influências que marcaram a criação de cada obra. ""Assim, em Cartas de um Sedutor, por exemplo, é possível perceber a forte impressão provocada pela leitura de Diário de um Sedutor, de Kierkegaard.""Hilda acompanha extasiada o planejamento, mas não consegue abafar sua desconfiança. Afinal, desde 1966, quando, fascinada pelas palavras de Nikos Kazantzakis em Carta a El Greco, ela decidiu isolar-se na Casa do Sol, um sítio próximo a Campinas, seu sofrimento por ser ouvida por tão poucos parecia eterno. Lá, criou uma poesia poderosa, obscura e luminosa, e transformou-o em um lugar onde refletiu sobre a natureza do mundo e do homem, seus desejos e solidão, seus pensamentos sobre a morte, a vida, a loucura, o amor. Mas, não fosse o esforço de alguns amigos, como o editor Massao Ohno, talvez pouco seria publicado.""Nunca entendi o motivo da minha obra não ter alcançado o grande público"", comenta a escritora que, mesmo não recebendo a devida ressônancia, inspirava-se na própria solidão para escrever versos como ""Sou eu esta mulher que anda comigo/ e renova a minha fala e ao meu ouvido/ Se não fala de amor, logo se cala?"". A paixão pela palavra é uma herança querida e doída. ""Meu pai foi a razão de eu ter me tornado escritora"", revela, enquanto admira uma foto de Apolônio de Almeida Prado Hilst, ele também um poeta e que sofria de esquizofrenia, o que a atormentou durante muitos anos.As fotos, aliás, se acomodam pelas paredes da sala e de seu escritório, na Casa do Sol. Lá estão imagens de sua juventude, quando estudou na Faculdade de Direito do Largo São Francisco e já era uma das mulheres mais bonitas de sua geração, despertando paixões em homens diversos, como Vinicius de Moraes e o ator americano Dean Martin. Estão também fotos de amigos queridos, como Lygia Fagundes Telles.Mais que a vida mundana, porém, interessava-lhe verdadeiramente a escrita. Hilda tornou-se uma escritora que jamais deixou de pensar nos porquês da vida e da morte. Mesmo fiel à sua religiosidade (""Traço nessa lousa/ O que em mim se faz/ E não repousa:/ Uma idéia de Deus.""), anunciou um ""adeus à literatura séria"" e, em 1990, iniciou uma trilogia erótica (O Caderno Rosa de Lori Lamby, Contos Grotescos/Textos d´Escárnio e Cartas de um Sedutor), com que buscava chamar atenção para sua obra. ""Ela foi injustamente apontada como pornográfica"", comenta Pécora. ""Na verdade, trata-se de uma forma intelectualizada de abordar assuntos injuriosos.""']"
2001,"https://cultura.estadao.com.br/noticias/musica,sp-cai-no-samba-rock-do-trio-mocoto,20011002p6216","['O samba-rock de Fritz Escovão, JoãoParahyba e Nereu Gargalo, o Trio Mocotó, de fato, sustenta aretomada do gênero, criado no fim dos anos 60, sob a vigilânciaesquizofrênica do regime militar e dos olhares dos patrulheirosda MPB engajada. Em pleno vigor criativo, o conjunto, formado nafamosa boate Jogral, em 1968, apresenta-se nesta quarta-feira na Choperia do Sesc Pompéia.Desde o princípio, o samba-rock é música impura. Issonão é demérito. Por meio da visão de Jorge Ben, do trio, deCésar Camargo Mariano, Wilson Simonal, Tim Maia, Roberto eErasmo e outros, o samba foi relido - nem melhorado nem piorado.Ganhou, na ocasião, o frescor do jazz, do blues e do soulnorte-americano, através das suas harmonias e letras ingênuas,sem conteúdo contestatório. A mistura, que teve outrosingredientes autorais e particulares, resultou numa músicaatraente e suingada, nomeada de samba-rock.Hoje, samba-rock é tendência musical no País. ""Pareceque ele se encaixou direitinho nos desejos da nova geração, quetrabalha com grooves, que tem uma preocupação maior com a músicado que com a palavra"", analisa Parahyba, referindo-se àtalentosa geração de DJs, como Patife, Dolores e Max de Castro.""O samba-rock foi resgatado e projetado na mídia, mas nuncadeixou de existir; e manteve-se recluso e criativo nos subúrbios justamente porque sempre esteve nesses locais, sempre foimúsica de aceitação e de consumo nas periferias. Hoje, encontraespaço no meio universitário, justamente por não sofrer maispreconceito. Acho que isso é um grande passo de conscientizaçãopolítica: não ter preconceito."" João Parahyba conta que oPasquim foi um dos poucos veículos de comunicação a valorizar osamba-rock, especialmente, o do Trio Mocotó.Entretanto, o samba-rock também é modismo. Ointeressante é que ele está sendo bancado por vias alternativas,como os selos independentes. E o trio, certamente, não estáentre os grupos que logo mais desaparecerão. Não só porque ele écomposto por excelentes instrumentistas, mas também porque essessabem dialogar com o novo, no caso, algo da tecnologia da músicapopular eletrônica. No novo disco, lançado recentemente pelosselo YB e Net Records (inovador no mercado fonográfico pordistribuir CDs em bancas de jornais), Samba Rock, o conjuntoutilizou esses efeitos, subvertendo a eletrônica a seu favor. Oshow ainda não usa essa instrumentação, porque, segundo Parahyba, o trio é muito perfeccionista e acredita não estar com essanovidade no ponto certo para o palco.O trio também tem antenas para o rap e no roteiro doshow e do disco inclui a participação despretensiosa do MC MaxB.O, do grupo Academia Brasileira de Rimas, fazendo um freestylena música Kibe Kru. João Parahyba informa que o espetáculo de amanhã vai daratenção especial aos clássicos do grupo, como Palomares,Aleluia, Aleluia e Não Adianta. O show será também oprimeiro momento em que o videoclipe do trio, dirigido por MauroLima, será exibido em público.No palco, Fritz toca violão, cuíca e faz a voz principal. Nereu Gargalo suinga com o pandeiro (e também canta) e JoãoParahyba marca o ritmo com toda a percussão (e também canta). Otrio será acompanhado pelos músicos Luiz Dumont (guitarra),Roberto Lazzarini (teclados), Gilberto Pinto (baixo), AlcidesOliveira (percussão), Cláudio Zicciato (bateria), Paulo Oliveira(sax), Carlos Alberto (sax tenor), Jericó (trompete) e asvocalistas Vera Lúcia de Menezes e Juliana Lourenço.Trio Mocotó. Amanhã (03), às 21 horas. De R$ 7,50 a R$15,00. Choperia do Sesc Pompéia. Rua Clélia, 93, tel. 3871-7700.']"
2001,"https://cultura.estadao.com.br/noticias/geral,bispo-vence-festival-nordestino-de-teatro,20010925p7104","['O grande vencedor do 8º Festival Nordestino de Teatro, realizado entre 14 e 21 de setembro, em Guaramiranga, a 100 quilômetros de Fortaleza, foi à peça baiana Bispo. Dos 12 prêmios, Bispo levou quatro: melhor peça pelo júri oficial, ator, sonoplastia e cenário. O melhor ator foi João Miguel, de 31 anos, que interpretou Arthur Bispo do Rosário. Para fazer a montagem, João Miguel pesquisou a vida de Bispo do Rosário por quatro anos e freqüentou durante seis meses o Hospital Juliano Moreira, em Salvador. O Juliano Moreira é um hospital que trata de pessoas com esquizofrenia, assim como o personagem.']"
2001,"https://cultura.estadao.com.br/noticias/musica,a-funk-odissey-e-brincadeira-sonora-do-jamiroquai,20010925p6185","['O nome do CD já diz tudo: A Funk Odissey (lançamento Sony Music). Uma farra para DJs em geral, festas em particular e combustível inflamável - oops, palavra perigosa... - para o dial do rádio dos carros. É a nova brincadeira sonora do Jamiroquai que, se não chega a ser o novo alimento espiritual da música funk (como eles foram tidos em 1999, quando lançaram o festejado Synkronized), também não é le fin du chemin para os coquetéis rítmicos da pós-modernidade.Sempre obcecado por Stevie Wonder e pela cozinha sonora do Earth, Wind and Fire, o Jamiroquai veio ao Free Jazz, anos atrás, como a pedra de toque da nova música de suingue do planeta. Não era, mas o fato de ser superestimado (chegou a vender 16 milhões de discos) levou também o conceito de Jay Kay a ser subestimado logo a seguir.Com A Funk Odissey, seu quinto disco, ele fundiu a old school do funk com o melhor do rock eletrônico, com guitar licks de grande apelo, e - sem almejar qualquer originalidade, mas reivindicando humor e energia - construiu sua nova festa. É possível encontrar restos de tudo que conhecemos, do tema de Shaft (em Main Vein, faixa que conta com os vocais convidados de Beverly Knight) aos melhores scats de Afrika Bambaataa. O homem do chapéu de búfalo divide a produção com The Pope, fera dos estúdios, no disco todo. Tem participações decisivas nos arranjos, como em Corner of the Earth, que recebe a orquestração de Simon Hale.Jason Kay só dá crédito de um sample em seu disco: Get Up, de Vernon Burch. O restante é refrão mastigado pela sua cabeça cheia de chapéus e perdida na multidão de ""olhos de cristal líquido"", como ele diz na letra de Twenty Zero One. Nenhum pecado aí, já que a esquizofrenia é mesmo uma das marcas da nossa época.O novo álbum do Jamiroquai chega mesmo a superar Return of the Space Cowboy, bom disco de 1995. É mais solto, menos pretensioso e arrogante. Mais P-Funk que Parliament, menos disco music e mais Isaacs Hayes.Nascido em Manchester, em 1969, Kay é filho de uma cantora de boate, Karen - o pai é um português, que ele não conheceu. Cresceu seguindo a mãe em turnê. Em 1991, ele recrutou seus partners, constituindo um conceito de big band para seu ideário estradeiro, com dez músicos em média no grupo.Jason Kay, agora com 30 anos, parece ter se libertado do tédio precoce que demonstrava publicamente com suas Ferraris e a mansão brega na Inglaterra, que pertenceu ao arcebispo de Canterbury. Também se ateve menos ao exotismo fácil, com os didgeridoos e todas as aculturações, e focou o ouvido na black music. A Funk Odissey é pastiche? É, mas é do bom. A Funk Odissey. Novo CD do grupo inglês Jamiroquai. Sony Music. Preço médio do CD: R$ 25,00']"
2001,"https://cultura.estadao.com.br/noticias/geral,carlton-arts-dedica-retrospectiva-a-cronenberg,20010531p8413","['David Cronenberg é tão simpático, afável e divertido ao telefone que o repórter não resiste e observa que está sendo uma surpresa muito agradável falar com ele. Por que a surpresa e por que agradável, David - como prefere ser chamado - quer saber? ""Seus filmes mostram sempre que, de perto, ninguém é normal; pela amostra, podia esperar-se tudo, menos o bom sujeito (nice guy) que você parece ser."" Ele ri e observa: ""É porque não tenho coragem de ser, na vida, como sou na arte.""David Cronenberg conversa, de Toronto, com a reportagem. Explica que foi convidado a vir ao Brasil, para participar do Carlton Arts, que começa no dia 25, em São Paulo. O megaevento, multimídia e multicultural, que pretende fazer a síntese do que é ser visionário e (re)criador no mundo das artes no início do novo milênio, vai exibir uma retrospectiva formada por oito títulos de Cronenberg. Ele gostaria muito de vir. É o tipo da discussão que lhe interessa. O desenvolvimento tecnológico, o homem e sua relação com as máquinas. Lamenta, mas trabalha ativamente na pré-produção do novo filme, Spider, que será interpretado por Ralph Fiennes e Miranda Richardson. Antes que você comece a fantasiar: não existem aranhas neste thriller que se pretende existencial e psicológico. Spider é o apelido do protagonista, um esquizofrênico suspeito de assassinato.Oito filmes, sendo o mais recente do ciclo Mistérios e Paixões, que foi como se chamou, no País, The Naked Luch, adaptado do livro cult de William S. Burroughs. Depois, vieram M. Butterfly e Crash - Estranhos Prazeres. O último, principalmente, é uma ausência grave na programação. Não se pode discutir o homem-máquina no cinema do autor sem se referir ao filme sobre a perversa paixão pelos carros. Stereo, seu primeiro longa, de 1969, abre o ciclo que também vai mostrar Crimes of the Future, Calafrios, Enraivecida na Fúria do Sexo, Scanners, Sua Mente Pode Explodir, Videodrome, a Síndrome do Sexo, Gêmeos, Mórbida Semelhança e o citado Mistérios e Paixões.Com exceção de Crimes of the Future, foram todos lançados nos cinemas brasileiros. Scanners e também outros filmes ausentes da programação, como Os Filhos do Medo e A Hora da Zona Morta, pareciam justificar o rótulo de ""cineasta de horror"", que os críticos aplicaram a Cronenberg. Hoje está claro que ele é bem mais que isso. Um visionário, daí sua inserção no evento paulistano, que mostra o risco da comunicação humana intermediada por máquinas e está atento às mudanças que forjam o homem do futuro.Em quase todos os filmes do diretor canadense, os homens se matam por causa de experiências radicais que mudam seus corpos e os transformam em aberrações aos olhos de seus semelhantes. Cronenberg concorda, em parte, com a afirmação. Diz que é o ponto de partida, aponta o caminho, mas não vislumbra a chegada. Explica que seu projeto de cinema consiste em explorar menos os limites da realidade do que os do corpo humano. No seu cinema, o homem assume o próprio destino, tenta controlar a evolução. Isto passa pelo corpo. Ao rebentar com os limites do corpo, o homem cronenbergiano permite ao autor pensar a própria condição humana.Cronenberg lembra a citação de Burroughs que abre Mistérios e Paixões: ""Nada é verdadeiro, tudo é permitido."" Os críticos gostam de dizer que, para ele, cineasta da experiência e do corpo, ser livre significa ser imoral, ir contra as leis de um sistema ético. Talvez o gesto mais radical contrário a essas leis seja o suicídio - que muitos, senão todos os personagens de Cronenberg praticam. Matar-se não é só uma ameaça à integridade do indivíduo, mas de toda a sociedade. Nosso homem se assume como um pensador, mas nega que seja um realista condenando a perversidade de seus anti-heróis. ""Nada me interessa menos que isto"", explica. Se condenasse essa alegada perversidade, estaria impedindo a radicalidade do gesto que lança seus personagens contra os limites do corpo.Sexo e morte - Se o assunto são as mudanças que forjam o homem do futuro, não se pode fugir do sexo. Cronenberg sabe que o que antes era celebração da vida hoje pode significar a morte. Há um perigo real, representado pelo vírus mutante da aids. Há um medo do outro que atormenta os personagens de Cronenberg e os coloca no rumo de uma degradação irremediável. ""Estamos vivendo um momento singular da história da humanidade, em que a preservação da espécie não passa mais pelo sexo"", ele diz. A fertilização pode ser feita in vitro e a clonagem, criação de uma réplica exata, é um processo ainda mais radical. A conseqüência desse processo é a ausência de contato e, por outro lado, na medida em que vive cada vez mais cercado por celulares, computadores, televisão, etc., o homem desenvolveu uma relação fetichista com esse mundo material. A conseqüência: mais lojas de carros, sex-shops, todo tipo de templo para o desenvolvimento de prazeres solitários.O homem virou, mais que nunca, um ser solitário. Busca respostas na ciência - Cronenberg busca, mesmo não estando certo de encontrá-las, já que o assunto da indagação é a própria experiência existencial. 0s 15 minutos da entrevista já foram duplicados, uma assistente avisa que vai interromper a ligação. O repórter insiste: vivendo no Canadá, tão próximo dos EUA, como ele consegue manter-se imune à atração de Hollywood? Cronenberg adota o discurso antiimperialista. Define seu cinema como a meio caminho entre Hollywood e a Europa, diz que se produz muita coisa interessante no cinema americano, mas deplora a maciça ocupação do mercado mundial pela produção hollywoodiana.Em 1999, como presidente do júri do Festival de Cannes, outorgou a Palma de Ouro para a produção belga Rosetta, dos irmãos Dardenne. O repórter observa que ama Rosetta, mas o filme até hoje é inédito no Brasil. ""Vê o que eu digo? Hollywood está expulsando das telas o que de melhor se faz em todo mundo"", ele diz. Acrescenta que também ama Rosetta e revela que nem precisou fazer força para que o filme ganhasse a Palma: ""Foi uma escolha praticamente unânime, não foi contestada por ninguém do júri."" Última pergunta, por favor. Posto que a técnica interessa tanto a Cronenberg, como ele vê o futuro do cinema? Será digital? ""Definitivamente, sim."" E a ligação é interrompida.']"
2001,"https://cultura.estadao.com.br/noticias/cinema,estreia-tempo-de-embebedar-cavalos,20010510p1974","['Há o que se pode considerar uma nítida superioridade da paisagem sobre os interiores, da imagem sobre os diálogos em Tempo de Embebedar Cavalos. Mas o filme de Gahman Ghobadi que estréia amanhã é um dos mais premiados do cinema iraniano. Só no ano passado, em Cannes, foram três prêmios importantes - Caméra d´Or, para o melhor filme de diretor estreante; prêmio da crítica para as mostras não competitivas; e o prêmio da Associação Francesa de Proprietários de Salas de Arte e Ensaio. A esses três prêmios, em maio, Tempo de Embebedar Cavalos acrescentou, em outubro, o de melhor filme da Mostra Internacional de Cinema São Paulo.Pode-se argumentar que o júri da mostra talvez tenha sido esquizofrênico, premiando um filme sofrido e até depressivo como o de Ghobadi e, ao mesmo tempo, dividindo o prêmio com Capitães de Abril, a reconstituição da Revolução dos Cravos feita pela atriz e diretora Maria de Medeiros, e Billy Elliot, o bonitinho, mas supervalorizado filme de Stephen Daldry. Nada mais diferente do leve Billy Elliot que o pesado Tempo de Embebedar Cavalos. Não se assuste com a classificação ´pesado´. Pode ser substituída por ""forte"". Certas experiências precisam ser intensas quase até o limite do insuportável para serem eficientes na tela.Ghobadi é ator (O Quadro-Negro, de Samira Makhmalbaf). Foi assistente de direção do magnífico Abbas Kiarostami. Abbas valoriza como poucos a paisagem iraniana e Samira também fez de O Quadro-Negro um filme encravado num espaço-tempo definido e fundamental para a própria existência do seu relato. Ghobadi deve ter aprendido essas lições. Deve, não - aprendeu. Tempo de Embebedar Cavalos é a prova.O cinema contou muitas histórias de crianças na guerra. Algumas procuram só emocionar, outras somam à emoção a vontade de fazer questionamentos (ou comentários) de ordem moral. O clássico dessa tendência é Alemanha, Ano Zero, de Roberto Rossellini, que será homenageado, ainda este mês, com um ciclo de seus filmes no Telecine Classic.São cinco crianças nas paisagens geladas do Curdistão, na fronteira entre o Irã e o Iraque, uma das regiões mais conflagradas do muro. O contrabando é a atividade praticada nesse lugar de fim de mundo. E a sobrevivência é tanto mais difícil para as crianças. Entre elas há uma que é deficiente física, essa maneira politicamente correta de dizer que o menino apresenta deformidades físicas que são congênitas.A cabeça é imensa, ele possui uma corcova e os membros são atrofiados. Um aleijão, em suma. Mas é uma experiência inesquecível ver esse menino, apesar de tudo o que ele e seus amigos sofrem, sorrir. Era o desafio de Ghobadi em Tempo de Embebedar Cavalos. Como ser realista, verdadeiro, sem ser piegas. É um filme que pode até ser doloroso, mas é belo.']"
2001,"https://cultura.estadao.com.br/noticias/geral,montagem-inspirada-em-artaud-estreia-em-sp,20010430p6913","['A partir de amanhã, a vasta programação do Centro Cultural de São Paulo (CCSP) abriga mais um espetáculo, Jato de Sangue, que explora o universo do dramaturgo francês Antonin Artaud numa linguagem poética, com a utilização de máscaras e bonecos.Pelo menos três bons espetáculos atualmente em cartaz nos fins de semana, no CCSP, valem ser vistos. Na Jardel Filho, Esplêndidos, de Jean Genet, com Nélson Xavier no elenco, certamente é um deles. No saguão, com duração de apenas 50 minutos, confira também o delicado 3X4/18X24, inspirado no conto Fotografias, de Caio Fernando Abreu. E a ótima Companhia do Feijão faz temporada com duas montagens, Antigo 1850, encenada no porão, e o infantil Movido a Feijão.Beto Costa é o autor do roteiro de Jato de Sangue, espetáculo que ocupa a Sala Jardel Filho, de terça a quinta-feira. Ele parte do texto homônimo de Artaud e mescla trechos de pensamentos de outros autores, todos girando em torno do tema da loucura. Entre outros, há textos do dramaturgo Bertolt Brecht, do filósofo Michel Foucault e do médico francês R.D. Lang, um dos precursores da antipsiquitria, que assumiu a influência de Artaud sobre seu trabalho.""Não há uma historinha apenas. O espetáculo é feito de fragmentos, mas tem um fio condutor"", afirma a diretora Marta Baião. Artaud usou a expressão ""excluídos da sociedade"" para falar de si mesmo e de todos aqueles que, por algum motivo, acabam marginalizados. É sobre essa idéia que Marta constrói sua encenação.Além de dirigir, ela está em cena integrando o elenco formado por duas atrizes e dois atores que se revezam em diferentes papéis, até mesmo no de Artaud. ""No centro da cena há uma caixa transparente, que demarca o espaço do delírio"", diz Marta. Fora dela, um dos duplos de Artaud fala sobre sua vida.Também ator (participou de 18 peças e 20 filmes) e teórico teatral, Artaud nasceu em Marselha em 1896. Em 1924, aderiu ao movimento surrealista e é desse período o texto Jato de Sangue. Sob o diagnóstico de esquizofrenia, sofreu diversas internações em hospícios. Morreu num deles, agarrado aos seus sapatos, no dia 4 de março de 1948.""O espetáculo apoia-se num linguagem metafórica. O cenário é simples, mas a iluminação é muito forte e tem uma importante interferência dramática, assim como os elementos de cena e as projeções."" Entre esses elementos de cena, estão mais de 500 pares de sapatos, numa referência à morte de Artaud. ""Simbolicamente, o sapato representa a ligação com a terra, o pé no chão, o desejo de conexão com a realidade.""Jato de Sangue - De Antonin Artaud. De 3.ª a 5.ª, às 21h30. Amanhã, às 20h30. R$ 12. Centro Cultural São Paulo - Sala Jardel Filho. (Rua Vergueiro, 1.000); tel. 3277-3611; Até 25/5']"
2001,"https://cultura.estadao.com.br/noticias/cinema,russell-crowe-interpreta-matematico-esquizofrenico,20010327p1769","['Russell Crowe, vencedor do Oscar 2001 de Melhor Ator, chega nesta quarta-feira a Universidade de Princeton, em Newark, nos Estados Unidos. O ator mal teve tempo para comemorar o título que recebeu na madrugada de domingo para segunda (horário de Brasília). Começa nos próximos dias a gravar A Beautiful Mind, filme de Ron Howard, de O Grinch, Apollo 13 - Do Desastre ao Triunfo e Cocoon. Neste novo trabalho, Crowe irá contracenar com o ator Ed Harrys, também indicado ao Oscar deste ano, e com a atriz Jennifer Connelly.O filme aborda a trajetória de vida do Prêmio Nobel John Nash, um professor de matemática da Universidade de Princeton que passou a vida lutando contra a esquizofrenia. A equipe de Howard irá firmar na Universidade durante uma semana, depois segue para East Orange, Jersey City e Nova York. Steven Gorelick, diretor associado da Comissão de Televisão e Cinematografia de Nova Jersey, afirmou que espera que com a película o estado passe a ser um destino constante dos produtores e diretores de cinema de Hollywood.']"
